ulp1-333	-1766.418	2171.519
RTS3	-377.722	89.470
SRP101_damp	-1480.779	1846.489
stu1-12	-851.368	2230.711
ABP1	308.610	2011.792
IRE1	583.318	1656.194
YCK1	-764.092	831.019
UBI4	9.825	690.368
RMD11	-1530.990	1042.039
YGL042C	1.376	859.973
YBR271W	893.106	1175.139
YMR074C	-543.369	2095.017
YPR096C	-1746.221	2221.605
YKL162C	34.786	-100.004
MUP1	-13.080	798.076
ASE1	-674.676	2262.917
SMF3	-2127.422	1536.058
ECM8	797.084	897.513
GCV2	1051.022	1152.308
SKI3	-1365.054	-107.563
YOR012W	-1283.746	-130.469
DBR1	809.559	781.406
HEM2_damp	-1662.109	1540.298
PDB1	-50.413	69.972
URN1	-2079.599	1358.807
TUB3	-946.366	2114.464
CYS4	-828.585	-307.305
TSA1	-656.318	2328.270
RTS2_damp	-1252.329	585.362
MAD3	-986.025	2466.706
cdc24-11	-50.453	2438.125
YDR290W	-951.677	529.507
PER1	540.823	1540.984
GCS1	-231.057	1220.896
CLG1	-492.545	-289.903
GPR1	-1548.855	947.934
KTR3	-2178.688	1470.428
NMD4	1033.796	1006.994
NTH2	-1693.081	825.490
HIR1	-548.798	1355.312
SOL3	-1865.962	1519.763
BST1	683.598	1638.530
BCK1	310.204	1727.105
EBS1	1073.000	1148.535
ACK1	514.998	1712.089
ELP4	98.554	2073.422
YLR169W	717.144	615.979
SGF29	-99.579	2711.872
qri1-ts1	-835.650	1465.757
MTC5	659.016	688.736
FMP30	-1834.505	952.061
ECM30	600.511	668.736
cdc20-3	-922.472	2578.488
SSE2	-926.386	905.593
YKL100C	735.279	1924.631
YOR062C	-1841.437	364.838
YJL213W	-2027.177	957.087
YGL034C	1050.341	1432.710
ATP5	-404.492	-218.825
CIK1	-995.910	2398.350
NYV1	91.366	454.362
MAF1	416.364	2317.904
NIC96_damp	-1459.823	1737.206
YDL218W	-1814.191	1748.808
LEU3	-1668.383	2330.655
SNC2	829.672	1701.658
CYC2	-974.678	376.752
YGL046W	527.306	1180.057
REE1	-149.218	2583.608
HMI1	-654.052	-161.274
PUT1	-55.618	1420.323
YHR138C	104.133	2507.306
PTC1	323.160	1516.512
KAR4	47.304	2711.807
CKI1	-1504.580	1027.153
tor2-29	59.883	2486.228
COY1	403.759	1125.236
PTC5	-2162.116	1376.725
RRF1	-702.333	-146.534
snu114-60	-1385.145	1412.880
NBA1	176.495	1747.361
ssc1-2	-747.055	-37.349
nsl1-5	-967.090	2607.371
CDC73	-1082.288	1562.075
YLR416C	-229.454	2898.209
BUD13	-1493.896	1212.836
RPL2A	-1116.049	506.870
YFH1_damp	-824.535	318.743
DLT1	682.797	2312.570
CTF18	-876.157	2614.439
SGM1	772.399	832.088
AKL1	-1393.273	2660.927
HPT1	-1102.882	-9.786
rpt3-1	-1349.229	2039.006
DOT5	253.044	506.652
RPL43A	-284.387	2698.524
tap42-11	-918.839	2804.659
act1-129	-175.382	2307.986
AIF1	-834.747	2922.668
VMR1	659.755	432.538
CNE1	486.219	1653.293
DIF1	745.833	1049.207
YHR139C-A	589.169	153.660
GID8	-815.951	76.954
AIR1	-1744.331	830.100
BRE1	-1340.838	1584.253
YFL032W	476.671	1699.711
ALP1	348.491	1945.318
AIM44	812.409	1860.581
ADE8	712.179	478.381
RPN4	-906.223	2051.735
SHM1	-279.448	1521.564
PBY1	-365.505	2669.745
RGT2	-944.169	-161.026
YJL120W	674.080	445.102
GPG1	-1931.849	503.481
HOC1	455.141	1556.576
NDE2	-1203.858	1096.805
GFD2	-1435.817	2027.247
VCX1	1042.110	1124.309
JJJ3	494.560	2281.685
CHD1	-394.622	2693.268
SGF73	-750.268	1831.548
PMR1	-207.191	963.031
FYV12	-1042.785	232.827
COS12	-1166.795	2064.326
YER128W	-483.659	-122.185
NRP1	-2072.305	1893.223
MEU1	509.008	2381.513
RRP8	-1188.160	398.784
YME1	-1220.674	470.800
YGR022C	-2022.976	1428.346
FAA2	-147.695	-217.842
RPP2B	-1218.263	324.374
SLX4	-481.866	2718.757
YDR426C	944.609	974.915
SSM4	-181.165	2188.522
mcm2-1	-694.328	2812.992
GAS2	-2092.057	1244.107
