Gene ID	Gene systematic name	Gene common name	NPV hap alpha | growth (spot assay) | standard | YPG [3%] | Merz S~Westermann B, 2009
5792	YPL186C	UIP4	0.00000
5790	YPL184C	MRN1	0.00000
5787	YPL181W	CTI6	0.00000
5788	YPL182C	YPL182C	0.00000
5786	YPL180W	TCO89	0.00000
5785	YPL179W	PPQ1	0.00000
5784	YPL178W	CBC2	0.00000
5783	YPL177C	CUP9	0.00000
5782	YPL176C	TRE1	0.00000
5780	YPL174C	NIP100	0.00000
5777	YPL171C	OYE3	0.00000
5776	YPL170W	DAP1	0.00000
5774	YPL168W	MRX4	0.00000
5773	YPL167C	REV3	0.00000
5772	YPL166W	ATG29	0.00000
5771	YPL165C	SET6	0.00000
5770	YPL164C	MLH3	0.00000
5769	YPL163C	SVS1	0.00000
5768	YPL162C	YPL162C	0.00000
5767	YPL161C	BEM4	0.00000
5765	YPL159C	PET20	0.00000
5763	YPL157W	TGS1	0.00000
5762	YPL156C	PRM4	0.00000
5761	YPL155C	KIP2	0.00000
5760	YPL154C	PEP4	0.00000
5758	YPL152W	RRD2	0.00000
5756	YPL150W	YPL150W	0.00000
5755	YPL149W	ATG5	0.00000
5753	YPL147W	PXA1	0.00000
5751	YPL145C	KES1	0.00000
5750	YPL144W	POC4	0.00000
5747	YPL141C	FRK1	0.00000
5746	YPL140C	MKK2	0.00000
5745	YPL139C	UME1	0.00000
5744	YPL138C	SPP1	0.00000
5741	YPL135W	ISU1	0.00000
5739	YPL133C	RDS2	0.00000
5736	YPL130W	SPO19	0.00000
5735	YPL129W	TAF14	0.00000
5733	YPL127C	HHO1	0.00000
5731	YPL125W	KAP120	0.00000
5729	YPL123C	RNY1	0.00000
5727	YPL121C	MEI5	0.00000
5726	YPL120W	VPS30	0.00000
5725	YPL119C	DBP1	0.00000
5724	YPL118W	MRP51	0.00000
5722	YPL116W	HOS3	0.00000
5721	YPL115C	BEM3	0.00000
5720	YPL114W	YPL114W	0.00000
5719	YPL113C	YPL113C	0.00000
5718	YPL112C	PEX25	0.00000
5717	YPL111W	CAR1	0.00000
5716	YPL110C	GDE1	0.00000
5715	YPL109C	MCO76	0.00000
5714	YPL108W	YPL108W	0.00000
5713	YPL107W	DPC25	0.00000
5712	YPL106C	SSE1	0.00000
5711	YPL105C	SYH1	0.00000
5709	YPL103C	FMP30	0.00000
5707	YPL101W	ELP4	0.00000
5708	YPL102C	YPL102C	0.00000
5706	YPL100W	ATG21	0.00000
5705	YPL099C	INA17	0.00000
5704	YPL098C	MGR2	0.00000
5702	YPL096W	PNG1	0.00000
5701	YPL095C	EEB1	0.00000
5698	YPL092W	SSU1	0.00000
367	YBR173C	UMP1	0.00000
368	YBR174C	YBR174C	0.00000
369	YBR175W	SWD3	0.00000
370	YBR176W	ECM31	0.00000
371	YBR177C	EHT1	0.00000
372	YBR178W	YBR178W	0.00000
374	YBR180W	DTR1	0.00000
375	YBR181C	RPS6B	0.00000
376	YBR182C	SMP1	0.00000
377	YBR183W	YPC1	0.00000
378	YBR184W	YBR184W	0.00000
379	YBR185C	MBA1	0.00000
380	YBR186W	PCH2	0.00000
381	YBR187W	GDT1	0.00000
382	YBR188C	NTC20	0.00000
388	YBR194W	AIM4	0.00000
389	YBR195C	MSI1	0.00000
391	YBR197C	YBR197C	0.00000
393	YBR199W	KTR4	0.00000
394	YBR200W	BEM1	0.00000
395	YBR201W	DER1	0.00000
397	YBR203W	COS111	0.00000
398	YBR204C	LDH1	0.00000
399	YBR205W	KTR3	0.00000
400	YBR206W	YBR206W	0.00000
401	YBR207W	FTH1	0.00000
402	YBR208C	DUR1,2	0.00000
403	YBR209W	YBR209W	0.00000
404	YBR210W	ERV15	0.00000
406	YBR212W	NGR1	0.00000
407	YBR213W	MET8	0.00000
408	YBR214W	SDS24	0.00000
409	YBR215W	HPC2	0.00000
410	YBR216C	YBP1	0.00000
411	YBR217W	ATG12	0.00000
412	YBR218C	PYC2	0.00000
413	YBR219C	YBR219C	0.00000
414	YBR220C	YBR220C	0.00000
415	YBR221C	PDB1	0.00000
416	YBR222C	PCS60	0.00000
417	YBR223C	TDP1	0.00000
418	YBR224W	YBR224W	0.00000
419	YBR225W	YBR225W	0.00000
420	YBR226C	YBR226C	0.00000
421	YBR227C	MCX1	0.00000
422	YBR228W	SLX1	0.00000
423	YBR229C	ROT2	0.00000
424	YBR230C	OM14	0.00000
425	YBR231C	SWC5	0.00000
427	YBR233W	PBP2	0.00000
429	YBR235W	VHC1	0.00000
432	YBR238C	YBR238C	0.00000
433	YBR239C	ERT1	0.00000
434	YBR240C	THI2	0.00000
435	YBR241C	VVS1	0.00000
436	YBR242W	YBR242W	0.00000
438	YBR244W	GPX2	0.00000
439	YBR245C	ISW1	0.00000
440	YBR246W	RRT2	0.00000
442	YBR248C	HIS7	0.00000
443	YBR249C	ARO4	0.00000
444	YBR250W	SPO23	0.00000
449	YBR255W	MTC4	0.00000
452	YBR258C	SHG1	0.00000
453	YBR259W	YBR259W	0.00000
454	YBR260C	RGD1	0.00000
455	YBR261C	TAE1	0.00000
456	YBR262C	MIC12	0.00000
457	YBR263W	SHM1	0.00000
458	YBR264C	YPT10	0.00000
460	YBR266C	SLM6	0.00000
461	YBR267W	REI1	0.00000
2176	YDR049W	VMS1	0.00000
2178	YDR051C	DET1	0.00000
2182	YDR055W	PST1	0.00000
2183	YDR056C	EMC10	0.00000
2184	YDR057W	YOS9	0.00000
2186	YDR059C	UBC5	0.00000
2188	YDR061W	YDR061W	0.00000
2190	YDR063W	AIM7	0.00000
2193	YDR066C	RTR2	0.00000
2194	YDR067C	OCA6	0.00000
2195	YDR068W	DOS2	0.00000
2196	YDR069C	DOA4	0.00000
2197	YDR070C	FMP16	0.00000
2199	YDR072C	IPT1	0.00000
2200	YDR073W	SNF11	0.00000
2202	YDR075W	PPH3	0.00000
2203	YDR076W	RAD55	0.00000
2205	YDR078C	SHU2	0.00000
2207	YDR080W	VPS41	0.00000
2210	YDR083W	RRP8	0.00000
2211	YDR084C	TVP23	0.00000
2212	YDR085C	AFR1	0.00000
2216	YDR089W	VTC5	0.00000
2217	YDR090C	ILT1	0.00000
2219	YDR092W	UBC13	0.00000
2220	YDR093W	DNF2	0.00000
2221	YDR094W	YDR094W	0.00000
2222	YDR095C	YDR095C	0.00000
2223	YDR096W	GIS1	0.00000
2224	YDR097C	MSH6	0.00000
2225	YDR098C	GRX3	0.00000
2226	YDR099W	BMH2	0.00000
2227	YDR100W	TVP15	0.00000
2228	YDR101C	ARX1	0.00000
2229	YDR102C	YDR102C	0.00000
2231	YDR104C	SPO71	0.00000
2232	YDR105C	TMS1	0.00000
2234	YDR107C	TMN2	0.00000
2235	YDR108W	TRS85	0.00000
2236	YDR109C	YDR109C	0.00000
2237	YDR110W	FOB1	0.00000
2238	YDR111C	ALT2	0.00000
2239	YDR112W	IRC2	0.00000
2244	YDR117C	TMA64	0.00000
2246	YDR119W	VBA4	0.00000
2247	YDR120C	TRM1	0.00000
2248	YDR121W	DPB4	0.00000
2249	YDR122W	KIN1	0.00000
2250	YDR123C	INO2	0.00000
2251	YDR124W	YDR124W	0.00000
2252	YDR125C	ECM18	0.00000
2253	YDR126W	SWF1	0.00000
2255	YDR128W	MTC5	0.00000
2257	YDR130C	FIN1	0.00000
2258	YDR131C	YDR131C	0.00000
2259	YDR132C	MRX16	0.00000
2260	YDR133C	YDR133C	0.00000
2261	YDR135C	YCF1	0.00000
2262	YDR136C	VPS61	0.00000
2263	YDR137W	RGP1	0.00000
786	YER055C	HIS1	0.00000
2265	YDR139C	RUB1	0.00000
2266	YDR140W	MTQ2	0.00000
2268	YDR142C	PEX7	0.00000
2269	YDR143C	SAN1	0.00000
2270	YDR144C	MKC7	0.00000
2272	YDR146C	SWI5	0.00000
2465	YDR338C	YDR338C	0.00000
2467	YDR340W	YDR340W	0.00000
2471	YDR344C	YDR344C	0.00000
2472	YDR345C	HXT3	0.00000
2473	YDR346C	SVF1	0.00000
2475	YDR348C	PAL1	0.00000
2476	YDR349C	YPS7	0.00000
2478	YDR351W	SBE2	0.00000
2479	YDR352W	YPQ2	0.00000
2481	YDR354W	TRP4	0.00000
2484	YDR357C	CNL1	0.00000
2485	YDR358W	GGA1	0.00000
2486	YDR359C	EAF1	0.00000
2487	YDR360W	OPI7	0.00000
2490	YDR363W	ESC2	0.00000
2495	YDR368W	YPR1	0.00000
2496	YDR369C	XRS2	0.00000
2497	YDR370C	DXO1	0.00000
2498	YDR371W	CTS2	0.00000
2499	YDR372C	VPS74	0.00000
2501	YDR374C	PHO92	0.00000
2505	YDR378C	LSM6	0.00000
2506	YDR379W	RGA2	0.00000
2507	YDR380W	ARO10	0.00000
2509	YDR382W	RPP2B	0.00000
2510	YDR383C	NKP1	0.00000
2511	YDR384C	ATO3	0.00000
2512	YDR385W	EFT2	0.00000
2513	YDR386W	MUS81	0.00000
2514	YDR387C	CIN10	0.00000
2515	YDR388W	RVS167	0.00000
2516	YDR389W	SAC7	0.00000
2518	YDR391C	YDR391C	0.00000
2519	YDR392W	SPT3	0.00000
2520	YDR393W	SHE9	0.00000
2522	YDR395W	SXM1	0.00000
2526	YDR399W	HPT1	0.00000
2527	YDR400W	URH1	0.00000
2528	YDR401W	YDR401W	0.00000
2529	YDR402C	DIT2	0.00000
2530	YDR403W	DIT1	0.00000
2532	YDR405W	MRP20	0.00000
2533	YDR406W	PDR15	0.00000
2535	YDR408C	ADE8	0.00000
2536	YDR409W	SIZ1	0.00000
2537	YDR410C	STE14	0.00000
2538	YDR411C	DFM1	0.00000
2541	YDR414C	ERD1	0.00000
2542	YDR415C	YDR415C	0.00000
2545	YDR418W	RPL12B	0.00000
2546	YDR419W	RAD30	0.00000
2547	YDR420W	HKR1	0.00000
2548	YDR421W	ARO80	0.00000
2549	YDR422C	SIP1	0.00000
2550	YDR423C	CAD1	0.00000
2552	YDR425W	SNX41	0.00000
2553	YDR426C	YDR426C	0.00000
2555	YDR428C	BNA7	0.00000
2557	YDR430C	CYM1	0.00000
2558	YDR431W	YDR431W	0.00000
2559	YDR432W	NPL3	0.00000
2560	YDR433W	YDR433W	0.00000
2562	YDR435C	PPM1	0.00000
2563	YDR436W	PPZ2	0.00000
656	YEL001C	IRC22	0.00000
658	YEL003W	GIM4	0.00000
660	YEL005C	VAB2	0.00000
661	YEL006W	YEA6	0.00000
662	YEL007W	MIT1	0.00000
663	YEL008W	YEL008W	0.00000
664	YEL009C	GCN4	0.00000
665	YEL010W	YEL010W	0.00000
668	YEL013W	VAC8	0.00000
669	YEL014C	YEL014C	0.00000
670	YEL015W	EDC3	0.00000
671	YEL016C	NPP2	0.00000
1855	YEL017C-A	PMP2	0.00000
672	YEL017W	GTT3	0.00000
673	YEL018W	EAF5	0.00000
675	YEL020C	PXP1	0.00000
678	YEL023C	YEL023C	0.00000
680	YEL025C	YEL025C	0.00000
683	YEL028W	YEL028W	0.00000
685	YEL030W	ECM10	0.00000
686	YEL031W	SPF1	0.00000
688	YEL033W	MTC7	0.00000
747	YER016W	BIM1	0.00000
692	YEL037C	RAD23	0.00000
693	YEL038W	UTR4	0.00000
694	YEL039C	CYC7	0.00000
695	YEL040W	UTR2	0.00000
696	YEL041W	YEF1	0.00000
697	YEL042W	GDA1	0.00000
698	YEL043W	GTA1	0.00000
759	YER028C	MIG3	0.00000
700	YEL045C	YEL045C	0.00000
701	YEL046C	GLY1	0.00000
702	YEL047C	FRD1	0.00000
703	YEL048C	TCA17	0.00000
704	YEL049W	PAU2	0.00000
707	YEL052W	AFG1	0.00000
708	YEL053C	MAK10	0.00000
709	YEL054C	RPL12A	0.00000
711	YEL056W	HAT2	0.00000
712	YEL057C	SDD1	0.00000
714	YEL059W	HHY1	0.00000
715	YEL060C	PRB1	0.00000
716	YEL061C	CIN8	0.00000
717	YEL062W	NPR2	0.00000
718	YEL063C	CAN1	0.00000
719	YEL064C	AVT2	0.00000
720	YEL065W	SIT1	0.00000
721	YEL066W	HPA3	0.00000
722	YEL067C	YEL067C	0.00000
723	YEL068C	YEL068C	0.00000
726	YEL071W	DLD3	0.00000
727	YEL072W	RMD6	0.00000
732	YER001W	MNN1	0.00000
733	YER002W	NOP16	0.00000
735	YER004W	FMP52	0.00000
736	YER005W	YND1	0.00000
2675	YER007C-A	TMA20	0.00000
738	YER007W	PAC2	0.00000
741	YER010C	YER010C	0.00000
742	YER011W	TIR1	0.00000
750	YER019W	ISC1	0.00000
1857	YER019C-A	SBH2	0.00000
751	YER020W	GPA2	0.00000
755	YER024W	YAT2	0.00000
761	YER030W	CHZ1	0.00000
764	YER033C	ZRG8	0.00000
765	YER034W	YER034W	0.00000
766	YER035W	EDC2	0.00000
6465	YER038W-A	FMP49	0.00000
771	YER040W	GLN3	0.00000
772	YER041W	YEN1	0.00000
773	YER042W	MXR1	0.00000
1849	YER044C-A	MEI4	0.00000
776	YER045C	ACA1	0.00000
6466	YER046W-A	YER046W-A	0.00000
778	YER047C	SAP1	0.00000
779	YER048C	CAJ1	0.00000
780	YER049W	TPA1	0.00000
782	YER051W	JHD1	0.00000
784	YER053C	PIC2	0.00000
785	YER054C	GIP2	0.00000
787	YER056C	FCY2	0.00000
1862	YER056C-A	RPL34A	0.00000
789	YER058W	PET117	0.00000
790	YER059W	PCL6	0.00000
791	YER060W	FCY21	0.00000
793	YER062C	GPP2	0.00000
796	YER065C	ICL1	0.00000
798	YER067W	RGI1	0.00000
6467	YER067C-A	YER067C-A	0.00000
775	YER044C	ERG28	0.00000
6468	YER068C-A	YER068C-A	0.00000
800	YER069W	ARG5,6	0.00000
802	YER071C	TDA2	0.00000
803	YER072W	VTC1	0.00000
804	YER073W	ALD5	0.00000
805	YER074W	RPS24A	0.00000
806	YER075C	PTP3	0.00000
811	YER080W	AIM9	0.00000
812	YER081W	SER3	0.00000
814	YER083C	GET2	0.00000
815	YER084W	YER084W	0.00000
816	YER085C	YER085C	0.00000
817	YER086W	ILV1	0.00000
1858	YER087C-B	SBH1	0.00000
3068	YGR123C	PPT1	0.00000
3069	YGR124W	ASN2	0.00000
3070	YGR125W	YGR125W	0.00000
3071	YGR126W	YGR126W	0.00000
3072	YGR127W	YGR127W	0.00000
3074	YGR129W	SYF2	0.00000
3075	YGR130C	YGR130C	0.00000
3076	YGR131W	FHN1	0.00000
3077	YGR132C	PHB1	0.00000
3078	YGR133W	PEX4	0.00000
3080	YGR135W	PRE9	0.00000
3081	YGR136W	LSB1	0.00000
3082	YGR137W	YGR137W	0.00000
3083	YGR138C	TPO2	0.00000
3084	YGR139W	YGR139W	0.00000
3086	YGR141W	VPS62	0.00000
3087	YGR142W	BTN2	0.00000
3088	YGR143W	SKN1	0.00000
3089	YGR144W	THI4	0.00000
3091	YGR146C	ECL1	0.00000
3093	YGR148C	RPL24B	0.00000
3094	YGR149W	GPC1	0.00000
3096	YGR151C	YGR151C	0.00000
3097	YGR152C	RSR1	0.00000
3098	YGR153W	YGR153W	0.00000
3099	YGR154C	GTO1	0.00000
3102	YGR157W	CHO2	0.00000
3104	YGR159C	NSR1	0.00000
3105	YGR160W	YGR160W	0.00000
3106	YGR161C	RTS3	0.00000
3108	YGR163W	GTR2	0.00000
3109	YGR164W	YGR164W	0.00000
3110	YGR165W	MRPS35	0.00000
3111	YGR166W	TRS65	0.00000
3113	YGR168C	PEX35	0.00000
3114	YGR169C	PUS6	0.00000
3115	YGR170W	PSD2	0.00000
3118	YGR173W	RBG2	0.00000
3121	YGR176W	YGR176W	0.00000
3122	YGR177C	ATF2	0.00000
3123	YGR178C	PBP1	0.00000
3126	YGR181W	TIM13	0.00000
3127	YGR182C	YGR182C	0.00000
3128	YGR183C	QCR9	0.00000
3129	YGR184C	UBR1	0.00000
3132	YGR187C	HGH1	0.00000
3134	YGR189C	CRH1	0.00000
3137	YGR192C	TDH3	0.00000
3138	YGR193C	PDX1	0.00000
3139	YGR194C	XKS1	0.00000
3141	YGR196C	FYV8	0.00000
3142	YGR197C	SNG1	0.00000
3144	YGR199W	PMT6	0.00000
3145	YGR200C	ELP2	0.00000
3147	YGR202C	PCT1	0.00000
3148	YGR203W	YCH1	0.00000
3150	YGR205W	TDA10	0.00000
3151	YGR206W	MVB12	0.00000
3152	YGR207C	CIR1	0.00000
3153	YGR208W	SER2	0.00000
3154	YGR209C	TRX2	0.00000
3157	YGR212W	SLI1	0.00000
3158	YGR213C	RTA1	0.00000
3159	YGR214W	RPS0A	0.00000
3162	YGR217W	CCH1	0.00000
964	YHL047C	ARN2	0.00000
963	YHL046C	PAU13	0.00000
962	YHL045W	YHL045W	0.00000
961	YHL044W	YHL044W	0.00000
960	YHL043W	ECM34	0.00000
957	YHL040C	ARN1	0.00000
954	YHL037C	YHL037C	0.00000
953	YHL036W	MUP3	0.00000
952	YHL035C	VMR1	0.00000
951	YHL034C	SBP1	0.00000
950	YHL033C	RPL8A	0.00000
949	YHL032C	GUT1	0.00000
948	YHL031C	GOS1	0.00000
945	YHL028W	WSC4	0.00000
944	YHL027W	RIM101	0.00000
943	YHL026C	YHL026C	0.00000
940	YHL023C	NPR3	0.00000
939	YHL022C	SPO11	0.00000
937	YHL020C	OPI1	0.00000
936	YHL019C	APM2	0.00000
934	YHL017W	YHL017W	0.00000
931	YHL014C	YLF2	0.00000
930	YHL013C	OTU2	0.00000
929	YHL012W	YHL012W	0.00000
927	YHL010C	ETP1	0.00000
926	YHL009C	YAP3	0.00000
925	YHL008C	YHL008C	0.00000
923	YHL006C	SHU1	0.00000
3241	YHR001W-A	QCR10	0.00000
979	YHR012W	VPS29	0.00000
980	YHR013C	ARD1	0.00000
981	YHR014W	SPO13	0.00000
982	YHR015W	MIP6	0.00000
985	YHR018C	ARG4	0.00000
988	YHR021C	RPS27B	0.00000
989	YHR022C	YHR022C	0.00000
995	YHR028C	DAP2	0.00000
996	YHR029C	YHI9	0.00000
997	YHR030C	SLT2	0.00000
998	YHR031C	RRM3	0.00000
1000	YHR033W	YHR033W	0.00000
1002	YHR035W	NEL1	0.00000
1004	YHR037W	PUT2	0.00000
1010	YHR043C	DOG2	0.00000
1011	YHR044C	DOG1	0.00000
1013	YHR046C	INM1	0.00000
1014	YHR047C	AAP1	0.00000
1015	YHR048W	YHK8	0.00000
1016	YHR049W	FSH1	0.00000
1017	YHR050W	SMF2	0.00000
1024	YHR057C	CPR2	0.00000
1028	YHR061C	GIC1	0.00000
1033	YHR066W	SSF1	0.00000
1040	YHR073W	OSH3	0.00000
1042	YHR075C	PPE1	0.00000
1043	YHR076W	PTC7	0.00000
1044	YHR077C	NMD2	0.00000
1045	YHR078W	YHR078W	0.00000
1046	YHR079C	IRE1	0.00000
1047	YHR080C	LAM4	0.00000
1048	YHR081W	LRP1	0.00000
1049	YHR082C	KSP1	0.00000
1053	YHR086W	NAM8	0.00000
1054	YHR087W	RTC3	0.00000
1059	YHR092C	HXT4	0.00000
1060	YHR093W	AHT1	0.00000
1061	YHR094C	HXT1	0.00000
1062	YHR095W	YHR095W	0.00000
1064	YHR097C	PAL2	0.00000
1067	YHR100C	GEP4	0.00000
1070	YHR103W	SBE22	0.00000
1071	YHR104W	GRE3	0.00000
1072	YHR105W	YPT35	0.00000
1073	YHR106W	TRR2	0.00000
1075	YHR108W	GGA2	0.00000
1076	YHR109W	CTM1	0.00000
1077	YHR110W	ERP5	0.00000
1078	YHR111W	UBA4	0.00000
1079	YHR112C	YHR112C	0.00000
1080	YHR113W	APE4	0.00000
1081	YHR114W	BZZ1	0.00000
1082	YHR115C	DMA1	0.00000
1083	YHR116W	COX23	0.00000
1084	YHR117W	TOM71	0.00000
1088	YHR121W	LSM12	0.00000
1090	YHR123W	EPT1	0.00000
1091	YHR124W	NDT80	0.00000
1092	YHR125W	YHR125W	0.00000
1093	YHR126C	ANS1	0.00000
1096	YHR129C	ARP1	0.00000
1097	YHR130C	YHR130C	0.00000
1099	YHR132C	ECM14	0.00000
1100	YHR133C	NSG1	0.00000
1101	YHR134W	WSS1	0.00000
1102	YHR135C	YCK1	0.00000
1103	YHR136C	SPL2	0.00000
1104	YHR137W	ARO9	0.00000
1105	YHR138C	YHR138C	0.00000
1106	YHR139C	SPS100	0.00000
3245	YHR139C-A	YHR139C-A	0.00000
1109	YHR142W	CHS7	0.00000
1111	YHR143W	DSE2	0.00000
1119	YHR151C	MTC6	0.00000
1120	YHR152W	SPO12	0.00000
1121	YHR153C	SPO16	0.00000
1122	YHR154W	RTT107	0.00000
1123	YHR155W	LAM1	0.00000
1124	YHR156C	LIN1	0.00000
1125	YHR157W	REC104	0.00000
1126	YHR158C	KEL1	0.00000
1127	YHR159W	TDA11	0.00000
1128	YHR160C	PEX18	0.00000
1129	YHR161C	YAP1801	0.00000
1131	YHR163W	SOL3	0.00000
1135	YHR167W	THP2	0.00000
1146	YHR178W	STB5	0.00000
1147	YHR179W	OYE2	0.00000
1150	YHR182W	RGD3	0.00000
1151	YHR183W	GND1	0.00000
1152	YHR184W	SSP1	0.00000
1157	YHR189W	PTH1	0.00000
1163	YHR195W	NVJ1	0.00000
1166	YHR198C	AIM18	0.00000
1167	YHR199C	AIM46	0.00000
1168	YHR200W	RPN10	0.00000
1170	YHR202W	YHR202W	0.00000
1171	YHR203C	RPS4B	0.00000
1172	YHR204W	MNL1	0.00000
1174	YHR206W	SKN7	0.00000
1175	YHR207C	SET5	0.00000
1177	YHR209W	CRG1	0.00000
1178	YHR210C	YHR210C	0.00000
497	YCL001W	RER1	0.00000
498	YCL002C	YCL002C	0.00000
499	YCL004W	PGS1	0.00000
500	YCL005W	LDB16	0.00000
502	YCL008C	STP22	0.00000
503	YCL009C	ILV6	0.00000
505	YCL011C	GBP2	0.00000
506	YCL014W	BUD3	0.00000
507	YCL016C	DCC1	0.00000
512	YCL024W	KCC4	0.00000
513	YCL025C	AGP1	0.00000
514	YCL027W	FUS1	0.00000
515	YCL028W	RNQ1	0.00000
516	YCL029C	BIK1	0.00000
520	YCL033C	MXR2	0.00000
521	YCL034W	LSB5	0.00000
523	YCL036W	GFD2	0.00000
524	YCL037C	SRO9	0.00000
526	YCL039W	GID7	0.00000
527	YCL040W	GLK1	0.00000
529	YCL042W	YCL042W	0.00000
531	YCL044C	MGR1	0.00000
532	YCL045C	EMC1	0.00000
533	YCL046W	YCL046W	0.00000
534	YCL047C	POF1	0.00000
535	YCL048W	SPS22	0.00000
536	YCL049C	YCL049C	0.00000
537	YCL050C	APA1	0.00000
538	YCL051W	LRE1	0.00000
541	YCL055W	KAR4	0.00000
542	YCL056C	PEX34	0.00000
543	YCL057W	PRD1	0.00000
546	YCL061C	MRC1	0.00000
547	YCL063W	VAC17	0.00000
548	YCL064C	CHA1	0.00000
553	YCL069W	VBA3	0.00000
557	YCR001W	YCR001W	0.00000
560	YCR004C	YCP4	0.00000
561	YCR005C	CIT2	0.00000
562	YCR006C	YCR006C	0.00000
563	YCR007C	YCR007C	0.00000
564	YCR008W	SAT4	0.00000
565	YCR009C	RVS161	0.00000
566	YCR010C	ADY2	0.00000
567	YCR011C	ADP1	0.00000
570	YCR014C	POL4	0.00000
571	YCR015C	CTO1	0.00000
572	YCR016W	YCR016W	0.00000
573	YCR017C	CWH43	0.00000
575	YCR019W	MAK32	0.00000
576	YCR020C	PET18	0.00000
577	YCR020C-A	MAK31	0.00000
578	YCR021C	HSP30	0.00000
579	YCR022C	YCR022C	0.00000
580	YCR023C	YCR023C	0.00000
4110	YLR420W	URA4	0.00000
4141	YLR451W	LEU3	0.00000
3815	YLR126C	YLR126C	0.00000
3817	YLR128W	DCN1	0.00000
3819	YLR130C	ZRT2	0.00000
3820	YLR131C	ACE2	0.00000
3822	YLR133W	CKI1	0.00000
3823	YLR134W	PDC5	0.00000
3824	YLR135W	SLX4	0.00000
3825	YLR136C	TIS11	0.00000
3826	YLR137W	RKM5	0.00000
3827	YLR138W	NHA1	0.00000
3831	YLR142W	PUT1	0.00000
3832	YLR143W	DPH6	0.00000
3838	YLR149C	YLR149C	0.00000
3839	YLR150W	STM1	0.00000
3840	YLR151C	PCD1	0.00000
3841	YLR152C	YLR152C	0.00000
3843	YLR154C	RNH203	0.00000
3853	YLR164W	SHH4	0.00000
3854	YLR165C	PUS5	0.00000
3857	YLR168C	UPS2	0.00000
3858	YLR169W	YLR169W	0.00000
3859	YLR170C	APS1	0.00000
3860	YLR171W	YLR171W	0.00000
3861	YLR172C	DPH5	0.00000
3862	YLR173W	YLR173W	0.00000
3863	YLR174W	IDP2	0.00000
3865	YLR176C	RFX1	0.00000
3866	YLR177W	YLR177W	0.00000
3867	YLR178C	TFS1	0.00000
3868	YLR179C	YLR179C	0.00000
3869	YLR180W	SAM1	0.00000
3870	YLR181C	VTA1	0.00000
3871	YLR182W	SWI6	0.00000
3872	YLR183C	TOS4	0.00000
3873	YLR184W	YLR184W	0.00000
3874	YLR185W	RPL37A	0.00000
3876	YLR187W	SKG3	0.00000
3877	YLR188W	MDL1	0.00000
3878	YLR189C	ATG26	0.00000
3879	YLR190W	MMR1	0.00000
3880	YLR191W	PEX13	0.00000
3882	YLR193C	UPS1	0.00000
3883	YLR194C	NCW2	0.00000
3888	YLR199C	PBA1	0.00000
3889	YLR200W	YKE2	0.00000
3893	YLR204W	QRI5	0.00000
3894	YLR205C	HMX1	0.00000
3895	YLR206W	ENT2	0.00000
3896	YLR207W	HRD3	0.00000
3898	YLR209C	PNP1	0.00000
3899	YLR210W	CLB4	0.00000
3900	YLR211C	ATG38	0.00000
3902	YLR213C	CRR1	0.00000
3903	YLR214W	FRE1	0.00000
3905	YLR216C	CPR6	0.00000
3906	YLR217W	YLR217W	0.00000
3907	YLR218C	COA4	0.00000
3908	YLR219W	MSC3	0.00000
3909	YLR220W	CCC1	0.00000
3910	YLR221C	RSA3	0.00000
3913	YLR224W	UCC1	0.00000
3914	YLR225C	YLR225C	0.00000
3915	YLR226W	BUR2	0.00000
3916	YLR227C	ADY4	0.00000
1399	YKL001C	MET14	0.00000
1404	YKL006W	RPL14A	0.00000
1405	YKL007W	CAP1	0.00000
1406	YKL008C	LAC1	0.00000
1407	YKL009W	MRT4	0.00000
1408	YKL010C	UFD4	0.00000
1409	YKL011C	CCE1	0.00000
1413	YKL015W	PUT3	0.00000
1415	YKL017C	HCS1	0.00000
1418	YKL020C	SPT23	0.00000
1421	YKL023W	SKA1	0.00000
1423	YKL025C	PAN3	0.00000
1424	YKL026C	GPX1	0.00000
1425	YKL027W	TCD2	0.00000
1427	YKL029C	MAE1	0.00000
1429	YKL031W	YKL031W	0.00000
1430	YKL032C	IXR1	0.00000
1432	YKL034W	TUL1	0.00000
1435	YKL037W	AIM26	0.00000
1436	YKL038W	RGT1	0.00000
1437	YKL039W	PTM1	0.00000
1439	YKL041W	VPS24	0.00000
1441	YKL043W	PHD1	0.00000
1442	YKL044W	MMO1	0.00000
1444	YKL046C	DCW1	0.00000
1445	YKL047W	ANR2	0.00000
1446	YKL048C	ELM1	0.00000
1448	YKL050C	YKL050C	0.00000
1449	YKL051W	SFK1	0.00000
1451	YKL053W	YKL053W	0.00000
1452	YKL054C	DEF1	0.00000
1454	YKL056C	TMA19	0.00000
1455	YKL057C	NUP120	0.00000
1459	YKL061W	BLI1	0.00000
1460	YKL062W	MSN4	0.00000
1461	YKL063C	YKL063C	0.00000
1462	YKL064W	MNR2	0.00000
1463	YKL065C	YET1	0.00000
1464	YKL066W	YKL066W	0.00000
1465	YKL067W	YNK1	0.00000
1467	YKL069W	YKL069W	0.00000
1468	YKL070W	YKL070W	0.00000
1469	YKL071W	YKL071W	0.00000
1470	YKL072W	STB6	0.00000
1471	YKL073W	LHS1	0.00000
1472	YKL074C	MUD2	0.00000
1473	YKL075C	YKL075C	0.00000
1474	YKL076C	PSY1	0.00000
1475	YKL077W	PSG1	0.00000
