Gene ID	Gene systematic name	Gene common name	NPV hap alpha | growth (spot assay) | standard | YPG [3%] | Merz S~Westermann B, 2009
1836	YFR045W	MRX20	0.00000
1837	YFR046C	CNN1	0.00000
1838	YFR047C	BNA6	0.00000
1839	YFR048W	RMD8	0.00000
1840	YFR049W	YMR31	0.00000
1844	YFR053C	HXK1	0.00000
1845	YFR054C	YFR054C	0.00000
1847	YFR055W	IRC7	0.00000
1846	YFR056C	YFR056C	0.00000
1848	YFR057W	YFR057W	0.00000
3164	YGR219W	YGR219W	0.00000
3166	YGR221C	TOS2	0.00000
3168	YGR223C	HSV2	0.00000
3169	YGR224W	AZR1	0.00000
3170	YGR225W	AMA1	0.00000
3171	YGR226C	YGR226C	0.00000
3172	YGR227W	DIE2	0.00000
3173	YGR228W	YGR228W	0.00000
3174	YGR229C	SMI1	0.00000
3175	YGR230W	BNS1	0.00000
3176	YGR231C	PHB2	0.00000
3177	YGR232W	NAS6	0.00000
3178	YGR233C	PHO81	0.00000
3179	YGR234W	YHB1	0.00000
3180	YGR235C	MIC26	0.00000
3181	YGR236C	SPG1	0.00000
3182	YGR237C	YGR237C	0.00000
3185	YGR240C	PFK1	0.00000
3186	YGR241C	YAP1802	0.00000
3187	YGR242W	YGR242W	0.00000
3189	YGR244C	LSC2	0.00000
3192	YGR247W	CPD1	0.00000
3194	YGR249W	MGA1	0.00000
89	YBL001C	ECM15	0.00000
90	YBL002W	HTB2	0.00000
91	YBL003C	HTA2	0.00000
93	YBL005W	PDR3	0.00000
94	YBL006C	LDB7	0.00000
95	YBL007C	SLA1	0.00000
96	YBL008W	HIR1	0.00000
97	YBL009W	ALK2	0.00000
98	YBL010C	LAA2	0.00000
99	YBL011W	SCT1	0.00000
100	YBL012C	YBL012C	0.00000
101	YBL013W	FMT1	0.00000
103	YBL015W	ACH1	0.00000
104	YBL016W	FUS3	0.00000
105	YBL017C	PEP1	0.00000
110	YBL022C	PIM1	0.00000
112	YBL024W	NCL1	0.00000
113	YBL025W	RRN10	0.00000
115	YBL027W	RPL19B	0.00000
116	YBL028C	YBL028C	0.00000
117	YBL029W	YBL029W	0.00000
125	YBL037W	APL3	0.00000
126	YBL038W	MRPL16	0.00000
127	YBL039C	URA7	0.00000
130	YBL042C	FUI1	0.00000
131	YBL043W	ECM13	0.00000
132	YBL044W	YBL044W	0.00000
135	YBL047C	EDE1	0.00000
136	YBL048W	RRT1	0.00000
137	YBL049W	MOH1	0.00000
139	YBL051C	PIN4	0.00000
140	YBL052C	SAS3	0.00000
142	YBL054W	TOD6	0.00000
143	YBL055C	YBL055C	0.00000
144	YBL056W	PTC3	0.00000
146	YBL058W	SHP1	0.00000
147	YBL059W	IAI11	0.00000
148	YBL060W	YEL1	0.00000
149	YBL061C	SKT5	0.00000
151	YBL063W	KIP1	0.00000
152	YBL064C	PRX1	0.00000
153	YBL065W	YBL065W	0.00000
154	YBL066C	SEF1	0.00000
155	YBL067C	UBP13	0.00000
156	YBL068W	PRS4	0.00000
157	YBL069W	AST1	0.00000
158	YBL070C	YBL070C	0.00000
159	YBL071C	YBL071C	0.00000
160	YBL072C	RPS8A	0.00000
163	YBL075C	SSA3	0.00000
166	YBL078C	ATG8	0.00000
167	YBL079W	NUP170	0.00000
169	YBL081W	YBL081W	0.00000
171	YBL083C	YBL083C	0.00000
173	YBL085W	BOI1	0.00000
174	YBL086C	YBL086C	0.00000
175	YBL087C	RPL23A	0.00000
176	YBL088C	TEL1	0.00000
177	YBL089W	AVT5	0.00000
179	YBL091C	MAP2	0.00000
182	YBL094C	YBL094C	0.00000
2684	YGL002W	ERP6	0.00000
2685	YGL003C	CDH1	0.00000
2686	YGL004C	RPN14	0.00000
2687	YGL005C	COG7	0.00000
2688	YGL006W	PMC1	0.00000
2689	YGL007W	BRP1	0.00000
2692	YGL010W	MPO1	0.00000
2694	YGL012W	ERG4	0.00000
2695	YGL013C	PDR1	0.00000
2696	YGL014W	PUF4	0.00000
2697	YGL015C	YGL015C	0.00000
2698	YGL016W	KAP122	0.00000
2701	YGL019W	CKB1	0.00000
2703	YGL021W	ALK1	0.00000
2706	YGL024W	YGL024W	0.00000
2707	YGL025C	PGD1	0.00000
2708	YGL026C	TRP5	0.00000
2709	YGL027C	CWH41	0.00000
2710	YGL028C	SCW11	0.00000
2713	YGL031C	RPL24A	0.00000
2714	YGL032C	AGA2	0.00000
2715	YGL033W	HOP2	0.00000
2716	YGL034C	YGL034C	0.00000
2717	YGL035C	MIG1	0.00000
2718	YGL036W	YGL036W	0.00000
2719	YGL037C	PNC1	0.00000
2721	YGL039W	YGL039W	0.00000
2723	YGL041C	YGL041C	0.00000
2724	YGL042C	YGL042C	0.00000
2725	YGL043W	DST1	0.00000
2727	YGL045W	RIM8	0.00000
2730	YGL049C	TIF4632	0.00000
2731	YGL050W	TYW3	0.00000
2734	YGL053W	PRM8	0.00000
2735	YGL054C	ERV14	0.00000
2737	YGL056C	SDS23	0.00000
2738	YGL057C	GEP7	0.00000
2739	YGL058W	RAD6	0.00000
2740	YGL059W	PKP2	0.00000
2741	YGL060W	YBP2	0.00000
2743	YGL062W	PYC1	0.00000
2744	YGL063W	PUS2	0.00000
2745	YGL064C	MRH4	0.00000
2747	YGL066W	SGF73	0.00000
2748	YGL067W	NPY1	0.00000
2753	YGL072C	YGL072C	0.00000
2757	YGL076C	RPL7A	0.00000
2758	YGL077C	HNM1	0.00000
2759	YGL078C	DBP3	0.00000
2760	YGL079W	KXD1	0.00000
2761	YGL080W	MPC1	0.00000
2762	YGL081W	YGL081W	0.00000
2763	YGL082W	YGL082W	0.00000
2764	YGL083W	SCY1	0.00000
2765	YGL084C	GUP1	0.00000
2766	YGL085W	LCL3	0.00000
2767	YGL086W	MAD1	0.00000
2768	YGL087C	MMS2	0.00000
2770	YGL089C	MF(ALPHA)2	0.00000
2771	YGL090W	LIF1	0.00000
4874	YNL241C	ZWF1	0.00000
4868	YNL235C	YNL235C	0.00000
4866	YNL233W	BNI4	0.00000
4862	YNL229C	URE2	0.00000
4861	YNL228W	YNL228W	0.00000
4859	YNL226W	YNL226W	0.00000
4857	YNL224C	SQS1	0.00000
4851	YNL218W	MGS1	0.00000
4850	YNL217W	PPN2	0.00000
4848	YNL215W	IES2	0.00000
4847	YNL214W	PEX17	0.00000
4845	YNL212W	VID27	0.00000
4844	YNL211C	MRX7	0.00000
4843	YNL210W	MER1	0.00000
4839	YNL206C	RTT106	0.00000
4838	YNL205C	YNL205C	0.00000
4837	YNL204C	SPS18	0.00000
4835	YNL202W	SPS19	0.00000
4836	YNL203C	YNL203C	0.00000
4834	YNL201C	PSY2	0.00000
4833	YNL200C	NNR1	0.00000
4832	YNL199C	GCR2	0.00000
4831	YNL198C	YNL198C	0.00000
4830	YNL197C	WHI3	0.00000
4829	YNL196C	SLZ1	0.00000
4828	YNL195C	YNL195C	0.00000
4827	YNL194C	YNL194C	0.00000
4826	YNL193W	YNL193W	0.00000
4824	YNL191W	DUG3	0.00000
4823	YNL190W	YNL190W	0.00000
4820	YNL187W	SWT21	0.00000
4816	YNL183C	NPR1	0.00000
4813	YNL180C	RHO5	0.00000
4812	YNL179C	YNL179C	0.00000
4809	YNL176C	TDA7	0.00000
4808	YNL175C	NOP13	0.00000
4806	YNL173C	MDG1	0.00000
4801	YNL168C	FMP41	0.00000
4800	YNL167C	SKO1	0.00000
4793	YNL160W	YGP1	0.00000
4790	YNL157W	IGO1	0.00000
4788	YNL155W	CUZ1	0.00000
4787	YNL154C	YCK2	0.00000
4781	YNL148C	ALF1	0.00000
1588	YKL191W	DPH2	0.00000
1594	YKL197C	PEX1	0.00000
1595	YKL198C	PTK1	0.00000
1596	YKL201C	MNN4	0.00000
1600	YKL205W	LOS1	0.00000
1601	YKL206C	ADD66	0.00000
1602	YKL207W	EMC3	0.00000
1603	YKL208W	CBT1	0.00000
1606	YKL211C	TRP3	0.00000
1607	YKL212W	SAC1	0.00000
1608	YKL213C	DOA1	0.00000
1609	YKL214C	YRA2	0.00000
1611	YKL216W	URA1	0.00000
1612	YKL217W	JEN1	0.00000
1613	YKL218C	SRY1	0.00000
1616	YKL221W	MCH2	0.00000
1617	YKL222C	YKL222C	0.00000
1621	YKR001C	VPS1	0.00000
1623	YKR003W	OSH6	0.00000
1625	YKR005C	YKR005C	0.00000
1627	YKR007W	MEH1	0.00000
1629	YKR009C	FOX2	0.00000
1631	YKR011C	YKR011C	0.00000
1632	YKR012C	YKR012C	0.00000
1633	YKR013W	PRY2	0.00000
1634	YKR014C	YPT52	0.00000
1635	YKR015C	YKR015C	0.00000
1636	YKR016W	MIC60	0.00000
1637	YKR017C	HEL1	0.00000
1638	YKR018C	YKR018C	0.00000
1640	YKR020W	VPS51	0.00000
1641	YKR021W	ALY1	0.00000
1644	YKR024C	DBP7	0.00000
1646	YKR026C	GCN3	0.00000
1650	YKR030W	GMH1	0.00000
1651	YKR031C	SPO14	0.00000
1652	YKR032W	YKR032W	0.00000
1653	YKR033C	YKR033C	0.00000
1655	YKR035C	OPI8	0.00000
1662	YKR042W	UTH1	0.00000
1663	YKR043C	SHB17	0.00000
1664	YKR044W	UIP5	0.00000
1665	YKR045C	YKR045C	0.00000
1667	YKR047W	YKR047W	0.00000
1668	YKR048C	NAP1	0.00000
1669	YKR049C	FMP46	0.00000
1670	YKR050W	TRK2	0.00000
1671	YKR051W	HFL1	0.00000
1672	YKR052C	MRS4	0.00000
1674	YKR054C	DYN1	0.00000
1676	YKR056W	TRM2	0.00000
1677	YKR057W	RPS21A	0.00000
1678	YKR058W	GLG1	0.00000
1679	YKR059W	TIF1	0.00000
1680	YKR060W	UTP30	0.00000
1681	YKR061W	KTR2	0.00000
1684	YKR064W	OAF3	0.00000
1685	YKR065C	PAM17	0.00000
2369	YDR242W	AMD2	0.00000
2371	YDR244W	PEX5	0.00000
2372	YDR245W	MNN10	0.00000
2374	YDR247W	VHS1	0.00000
2375	YDR248C	YDR248C	0.00000
2376	YDR249C	YDR249C	0.00000
2377	YDR250C	YDR250C	0.00000
2378	YDR251W	PAM1	0.00000
2379	YDR252W	BTT1	0.00000
2380	YDR253C	MET32	0.00000
2381	YDR254W	CHL4	0.00000
2382	YDR255C	RMD5	0.00000
2383	YDR256C	CTA1	0.00000
2384	YDR257C	RKM4	0.00000
2385	YDR258C	HSP78	0.00000
2386	YDR259C	YAP6	0.00000
2387	YDR260C	SWM1	0.00000
2388	YDR261C	EXG2	0.00000
2389	YDR262W	YDR262W	0.00000
2390	YDR263C	DIN7	0.00000
2391	YDR264C	AKR1	0.00000
2392	YDR265W	PEX10	0.00000
2393	YDR266C	HEL2	0.00000
2395	YDR268W	MSW1	0.00000
2399	YDR272W	GLO2	0.00000
2400	YDR273W	DON1	0.00000
2401	YDR274C	YDR274C	0.00000
2402	YDR275W	BSC2	0.00000
2403	YDR276C	PMP3	0.00000
2404	YDR277C	MTH1	0.00000
2405	YDR278C	YDR278C	0.00000
2406	YDR279W	RNH202	0.00000
2408	YDR281C	PHM6	0.00000
2409	YDR282C	MRX10	0.00000
2410	YDR283C	GCN2	0.00000
2411	YDR284C	DPP1	0.00000
2412	YDR285W	ZIP1	0.00000
2413	YDR286C	MGP12	0.00000
2414	YDR287W	INM2	0.00000
2416	YDR289C	RTT103	0.00000
2418	YDR291W	HRQ1	0.00000
2420	YDR293C	SSD1	0.00000
2421	YDR294C	DPL1	0.00000
2422	YDR295C	HDA2	0.00000
2424	YDR297W	SUR2	0.00000
2427	YDR300C	PRO1	0.00000
2431	YDR304C	CPR5	0.00000
2432	YDR305C	HNT2	0.00000
2433	YDR306C	PFU1	0.00000
2434	YDR307W	PMT7	0.00000
2436	YDR309C	GIC2	0.00000
2437	YDR310C	SUM1	0.00000
2439	YDR312W	SSF2	0.00000
2440	YDR313C	PIB1	0.00000
2441	YDR314C	RAD34	0.00000
2442	YDR315C	IPK1	0.00000
2443	YDR316W	OMS1	0.00000
2444	YDR317W	HIM1	0.00000
2445	YDR318W	MCM21	0.00000
2446	YDR319C	YFT2	0.00000
2447	YDR320C	SWA2	0.00000
2448	YDR321W	ASP1	0.00000
2449	YDR322W	MRPL35	0.00000
2450	YDR323C	PEP7	0.00000
2456	YDR329C	PEX3	0.00000
2457	YDR330W	UBX5	0.00000
2459	YDR332W	IRC3	0.00000
2460	YDR333C	RQC1	0.00000
2461	YDR334W	SWR1	0.00000
2462	YDR335W	MSN5	0.00000
2463	YDR336W	MRX8	0.00000
1188	YIL001W	YIL001W	0.00000
1189	YIL002C	INP51	0.00000
1192	YIL005W	EPS1	0.00000
1198	YIL011W	TIR3	0.00000
1199	YIL012W	YIL012W	0.00000
1200	YIL013C	PDR11	0.00000
1201	YIL014W	MNT3	0.00000
1202	YIL015W	BAR1	0.00000
1203	YIL016W	SNL1	0.00000
1204	YIL017C	VID28	0.00000
1207	YIL020C	HIS6	0.00000
1210	YIL023C	YKE4	0.00000
1211	YIL024C	YIL024C	0.00000
1212	YIL025C	YIL025C	0.00000
1214	YIL027C	EMC5	0.00000
1215	YIL028W	YIL028W	0.00000
1216	YIL029C	EMA17	0.00000
1219	YIL032C	YIL032C	0.00000
1221	YIL034C	CAP2	0.00000
1222	YIL035C	CKA1	0.00000
1223	YIL036W	CST6	0.00000
1224	YIL037C	PRM2	0.00000
1226	YIL039W	TED1	0.00000
1227	YIL040W	APQ12	0.00000
1228	YIL041W	GVP36	0.00000
1230	YIL043C	CBR1	0.00000
1231	YIL044C	AGE2	0.00000
1232	YIL045W	PIG2	0.00000
1236	YIL049W	DFG10	0.00000
1237	YIL050W	PCL7	0.00000
1240	YIL053W	GPP1	0.00000
1244	YIL057C	RGI2	0.00000
1251	YIL064W	EFM4	0.00000
1252	YIL065C	FIS1	0.00000
1259	YIL072W	HOP1	0.00000
1260	YIL073C	SPO22	0.00000
1263	YIL076W	SEC28	0.00000
1264	YIL077C	RCI37	0.00000
1266	YIL079C	AIR1	0.00000
1269	YIL084C	SDS3	0.00000
1271	YIL086C	YIL086C	0.00000
1272	YIL087C	AIM19	0.00000
1273	YIL088C	AVT7	0.00000
1275	YIL090W	ICE2	0.00000
1278	YIL093C	RSM25	0.00000
1280	YIL095W	PRK1	0.00000
1281	YIL096C	BMT5	0.00000
1282	YIL097W	FYV10	0.00000
1787	YFL007W	BLM10	0.00000
1783	YFL011W	HXT10	0.00000
1779	YFL015C	YFL015C	0.00000
1776	YFL018C	LPD1	0.00000
1774	YFL020C	PAU5	0.00000
1773	YFL021W	GAT1	0.00000
1771	YFL023W	BUD27	0.00000
1769	YFL025C	BST1	0.00000
1768	YFL026W	STE2	0.00000
1767	YFL027C	GYP8	0.00000
1766	YFL028C	CAF16	0.00000
1764	YFL030W	AGX1	0.00000
1763	YFL031W	HAC1	0.00000
1762	YFL032W	YFL032W	0.00000
1760	YFL034W	MIL1	0.00000
1758	YFL036W	RPO41	0.00000
1754	YFL040W	YFL040W	0.00000
1753	YFL041W	FET5	0.00000
1752	YFL042C	LAM5	0.00000
1751	YFL044C	OTU1	0.00000
1749	YFL046W	FMP32	0.00000
1748	YFL047W	RGD2	0.00000
1747	YFL048C	EMP47	0.00000
1746	YFL049W	SWP82	0.00000
1745	YFL050C	ALR2	0.00000
5591	YOR379C	YOR379C	0.00000
1744	YFL051C	YFL051C	0.00000
1743	YFL052W	ZNF1	0.00000
1742	YFL053W	DAK2	0.00000
1741	YFL054C	AQY3	0.00000
1740	YFL055W	AGP3	0.00000
1793	YFR001W	LOC1	0.00000
1798	YFR006W	YFR006W	0.00000
1799	YFR007W	YFH7	0.00000
1800	YFR008W	FAR7	0.00000
1801	YFR009W	GCN20	0.00000
1802	YFR010W	UBP6	0.00000
1804	YFR012W	DCV1	0.00000
1806	YFR014C	CMK1	0.00000
1807	YFR015C	GSY1	0.00000
1808	YFR016C	AIP5	0.00000
1809	YFR017C	IGD1	0.00000
1810	YFR018C	YFR018C	0.00000
1812	YFR020W	CSS2	0.00000
1813	YFR021W	ATG18	0.00000
1814	YFR022W	ROG3	0.00000
1815	YFR023W	PES4	0.00000
2682	YFR024C-A	LSB3	0.00000
1817	YFR026C	ULI1	0.00000
1856	YFR031C-A	RPL2A	0.00000
3201	YGR256W	GND2	0.00000
3204	YGR259C	YGR259C	0.00000
3205	YGR260W	TNA1	0.00000
3206	YGR261C	APL6	0.00000
3208	YGR263C	SAY1	0.00000
3211	YGR266W	YGR266W	0.00000
3213	YGR268C	HUA1	0.00000
3214	YGR269W	YGR269W	0.00000
3215	YGR270W	YTA7	0.00000
3219	YGR275W	RTT102	0.00000
3223	YGR279C	SCW4	0.00000
3225	YGR281W	YOR1	0.00000
3226	YGR282C	BGL2	0.00000
3227	YGR283C	YGR283C	0.00000
3228	YGR284C	ERV29	0.00000
3229	YGR285C	ZUO1	0.00000
3230	YGR286C	BIO2	0.00000
3231	YGR287C	IMA1	0.00000
3232	YGR288W	MAL13	0.00000
3234	YGR290W	YGR290W	0.00000
3243	YHR021W-A	ECM12	0.00000
1852	YHR079C-A	SAE3	0.00000
6095	YIL009C-A	EST3	0.00000
1373	YIR017C	MET28	0.00000
1374	YIR018W	YAP5	0.00000
1375	YIR019C	FLO11	0.00000
1376	YIR020C	YIR020C	0.00000
6121	YIR020W-A	YIR020W-A	0.00000
1380	YIR024C	INA22	0.00000
1381	YIR025W	MND2	0.00000
1382	YIR026C	YVH1	0.00000
1383	YIR027C	DAL1	0.00000
1384	YIR028W	DAL4	0.00000
1385	YIR029W	DAL2	0.00000
1387	YIR031C	DAL7	0.00000
1389	YIR033W	MGA2	0.00000
1390	YIR034C	LYS1	0.00000
1391	YIR035C	NRE1	0.00000
1392	YIR036C	IRC24	0.00000
1393	YIR037W	HYR1	0.00000
1394	YIR038C	GTT1	0.00000
1395	YIR039C	YPS6	0.00000
1398	YIR042C	YIR042C	0.00000
6122	YKL033W-A	YKL033W-A	0.00000
6124	YKL162C-A	YKL162C-A	0.00000
6098	YKR035W-A	DID2	0.00000
1686	YKR066C	CCP1	0.00000
1687	YKR067W	GPT2	0.00000
1689	YKR069W	MET1	0.00000
1690	YKR070W	YKR070W	0.00000
1692	YKR072C	SIS2	0.00000
1693	YKR073C	YKR073C	0.00000
1694	YKR074W	AIM29	0.00000
1695	YKR075C	YKR075C	0.00000
1696	YKR076W	ECM4	0.00000
1697	YKR077W	MSA2	0.00000
1698	YKR078W	YKR078W	0.00000
1700	YKR080W	MTD1	0.00000
1702	YKR082W	NUP133	0.00000
1704	YKR084C	HBS1	0.00000
4355	YMR062C	ARG7	0.00000
4356	YMR063W	RIM9	0.00000
4358	YMR065W	KAR5	0.00000
4359	YMR066W	SOV1	0.00000
4360	YMR067C	UBX4	0.00000
4361	YMR068W	AVO2	0.00000
4362	YMR069W	NAT4	0.00000
4364	YMR071C	TVP18	0.00000
4366	YMR073C	IRC21	0.00000
4368	YMR075C-A	YMR075C-A	0.00000
4369	YMR075W	RCO1	0.00000
4372	YMR078C	CTF18	0.00000
4374	YMR080C	NAM7	0.00000
4375	YMR081C	ISF1	0.00000
4376	YMR082C	YMR082C	0.00000
4377	YMR083W	ADH3	0.00000
4378	YMR084W	YMR084W	0.00000
4379	YMR085W	YMR085W	0.00000
4380	YMR086C-A	YMR086C-A	0.00000
4381	YMR086W	SEG1	0.00000
4382	YMR087W	PDL32	0.00000
4383	YMR088C	VBA1	0.00000
4385	YMR090W	YMR090W	0.00000
4386	YMR091C	NPL6	0.00000
4387	YMR092C	AIP1	0.00000
5042	YNR070W	PDR18	0.00000
5043	YNR071C	YNR071C	0.00000
5044	YNR072W	HXT17	0.00000
5045	YNR073C	MAN2	0.00000
5046	YNR074C	AIF1	0.00000
5047	YNR075W	COS10	0.00000
6529	YOL013W-A	YOL013W-A	0.00000
5135	YOL086C	ADH1	0.00000
5136	YOL087C	DUF1	0.00000
5137	YOL088C	MPD2	0.00000
5138	YOL089C	HAL9	0.00000
5139	YOL090W	MSH2	0.00000
5140	YOL091W	SPO21	0.00000
5141	YOL092W	YPQ1	0.00000
5142	YOL093W	TRM10	0.00000
5147	YOL098C	SDD3	0.00000
5148	YOL099C	YOL099C	0.00000
5149	YOL100W	PKH2	0.00000
5150	YOL101C	IZH4	0.00000
5152	YOL103W	ITR2	0.00000
5153	YOL104C	NDJ1	0.00000
5154	YOL105C	WSC3	0.00000
5155	YOL106W	YOL106W	0.00000
5156	YOL107W	YOL107W	0.00000
5157	YOL108C	INO4	0.00000
5158	YOL109W	ZEO1	0.00000
5159	YOL110W	SHR5	0.00000
5160	YOL111C	MDY2	0.00000
5161	YOL112W	MSB4	0.00000
5162	YOL113W	SKM1	0.00000
5163	YOL114C	PTH4	0.00000
5164	YOL115W	PAP2	0.00000
5165	YOL116W	MSN1	0.00000
5166	YOL117W	RRI2	0.00000
5167	YOL118C	YOL118C	0.00000
5168	YOL119C	MCH4	0.00000
5170	YOL121C	RPS19A	0.00000
5171	YOL122C	SMF1	0.00000
5173	YOL124C	TRM11	0.00000
5175	YOL126C	MDH2	0.00000
5177	YOL128C	YGK3	0.00000
5178	YOL129W	VPS68	0.00000
5180	YOL131W	YOL131W	0.00000
5181	YOL132W	GAS4	0.00000
5185	YOL136C	PFK27	0.00000
5186	YOL137W	BSC6	0.00000
5187	YOL138C	RTC1	0.00000
426	YBR232C	YBR232C	0.00000
2551	YDR424C	DYN2	0.00000
666	YEL011W	GLC3	0.00000
795	YER064C	VHR2	0.00000
808	YER077C	MRX1	0.00000
809	YER078C	ICP55	0.00000
819	YER088C	DOT6	0.00000
821	YER090W	TRP2	0.00000
822	YER091C	MET6	0.00000
823	YER092W	IES5	0.00000
2678	YER093C-A	AIM11	0.00000
826	YER095W	RAD51	0.00000
827	YER096W	SHC1	0.00000
828	YER097W	YER097W	0.00000
829	YER098W	UBP9	0.00000
3079	YGR134W	CAF130	0.00000
3155	YGR210C	YGR210C	0.00000
941	YHL024W	RIM4	0.00000
942	YHL025W	SNF6	0.00000
983	YHR016C	YSC84	0.00000
984	YHR017W	YSC83	0.00000
999	YHR032W	ERC1	0.00000
1012	YHR045W	YHR045W	0.00000
1031	YHR064C	SSZ1	0.00000
1107	YHR140W	YHR140W	0.00000
1130	YHR162W	MPC2	0.00000
1149	YHR181W	SVP26	0.00000
1159	YHR191C	CTF8	0.00000
1161	YHR193C	EGD2	0.00000
3652	YLL030C	RRT7	0.00000
3666	YLL044W	YLL044W	0.00000
3670	YLL048C	YBT1	0.00000
3671	YLL049W	LDB18	0.00000
3681	YLL059C	YLL059C	0.00000
3719	YLR030W	YLR030W	0.00000
3720	YLR031W	YLR031W	0.00000
3721	YLR032W	RAD5	0.00000
3723	YLR034C	SMF3	0.00000
3724	YLR035C	MLH2	0.00000
3725	YLR036C	YLR036C	0.00000
3726	YLR037C	PAU23	0.00000
3728	YLR039C	RIC1	0.00000
3729	YLR040C	AFB1	0.00000
3730	YLR041W	YLR041W	0.00000
3739	YLR050C	EMA19	0.00000
3741	YLR052W	IES3	0.00000
4439	YMR142C	RPL13B	0.00000
4470	YMR171C	EAR1	0.00000
4482	YMR181C	YMR181C	0.00000
4511	YMR209C	YMR209C	0.00000
4573	YMR271C	URA10	0.00000
4581	YMR279C	ATR2	0.00000
4612	YMR306W	FKS3	0.00000
4617	YMR311C	GLC8	0.00000
4618	YMR312W	ELP6	0.00000
4619	YMR313C	TGL3	0.00000
4621	YMR315W	YMR315W	0.00000
4622	YMR316C-A	YMR316C-A	0.00000
4623	YMR316C-B	YMR316C-B	0.00000
4624	YMR316W	DIA1	0.00000
4625	YMR317W	YMR317W	0.00000
4626	YMR318C	ADH6	0.00000
4627	YMR319C	FET4	0.00000
4628	YMR320W	YMR320W	0.00000
4883	YNL250W	RAD50	0.00000
4912	YNL279W	PRM1	0.00000
4933	YNL300W	TOS6	0.00000
4949	YNL316C	PHA2	0.00000
5065	YOL016C	CMK2	0.00000
5308	YOR096W	RPS7A	0.00000
5518	YOR306C	MCH5	0.00000
5529	YOR317W	FAA1	0.00000
5740	YPL134C	ODC1	0.00000
4286	YML124C	TUB3	0.00000
4228	YML070W	DAK1	0.00000
4229	YML071C	COG8	0.00000
4232	YML074C	FPR3	0.00000
4248	YML090W	YML090W	0.00000
4252	YML094W	GIM5	0.00000
4253	YML095C	RAD10	0.00000
4255	YML096W	YML096W	0.00000
4256	YML097C	VPS9	0.00000
4258	YML099C	ARG81	0.00000
4259	YML100W	TSL1	0.00000
6407	YML100W-A	YML100W-A	0.00000
4261	YML101C	CUE4	0.00000
4262	YML101C-A	YML101C-A	0.00000
4263	YML102W	CAC2	0.00000
4264	YML103C	NUP188	0.00000
4265	YML104C	MDM1	0.00000
4267	YML106W	URA5	0.00000
4268	YML107C	PML39	0.00000
4269	YML108W	YML108W	0.00000
4270	YML109W	ZDS2	0.00000
4272	YML111W	BUL2	0.00000
4273	YML112W	CTK3	0.00000
4274	YML113W	DAT1	0.00000
4277	YML116W	ATR1	0.00000
4278	YML117W	NAB6	0.00000
4279	YML116W-A	YML116W-A	0.00000
4280	YML118W	NGL3	0.00000
4281	YML119W	YML119W	0.00000
4283	YML121W	GTR1	0.00000
4284	YML122C	YML122C	0.00000
4285	YML123C	PHO84	0.00000
4290	YML128C	MSC1	0.00000
4291	YML129C	COX14	0.00000
4293	YML131W	YML131W	0.00000
4299	YMR004W	MVP1	0.00000
4390	YMR095C	SNO1	0.00000
4391	YMR096W	SNZ1	0.00000
4394	YMR099C	YMR099C	0.00000
4395	YMR100W	MUB1	0.00000
4396	YMR101C	SRT1	0.00000
4397	YMR102C	YMR102C	0.00000
4398	YMR103C	YMR103C	0.00000
4400	YMR105C	PGM2	0.00000
4401	YMR106C	YKU80	0.00000
4402	YMR107W	SPG4	0.00000
4404	YMR109W	MYO5	0.00000
4405	YMR110C	HFD1	0.00000
4406	YMR111C	EUC1	0.00000
4409	YMR114C	YMR114C	0.00000
4410	YMR115W	MGR3	0.00000
4411	YMR116C	ASC1	0.00000
4415	YMR119W-A	YMR119W-A	0.00000
4416	YMR120C	ADE17	0.00000
4417	YMR121C	RPL15B	0.00000
4418	YMR122C	YMR122C	0.00000
4419	YMR123W	PKR1	0.00000
4420	YMR124W	EPO1	0.00000
4421	YMR125W	STO1	0.00000
4422	YMR126C	DLT1	0.00000
4423	YMR127C	SAS2	0.00000
4425	YMR129W	POM152	0.00000
4426	YMR130W	DPI35	0.00000
4428	YMR132C	JLP2	0.00000
4429	YMR133W	REC114	0.00000
4431	YMR135C	GID8	0.00000
5893	YPR006C	ICL2	0.00000
5896	YPR009W	SUT2	0.00000
5899	YPR012W	YPR012W	0.00000
5901	YPR014C	YPR014C	0.00000
5902	YPR015C	YPR015C	0.00000
5904	YPR017C	DSS4	0.00000
5905	YPR018W	RLF2	0.00000
5907	YPR020W	ATP20	0.00000
5914	YPR027C	YPR027C	0.00000
5915	YPR028W	YOP1	0.00000
5916	YPR029C	APL4	0.00000
5917	YPR030W	CSR2	0.00000
5919	YPR032W	SRO7	0.00000
5925	YPR038W	IRC16	0.00000
5926	YPR039W	YPR039W	0.00000
5927	YPR040W	TIP41	0.00000
5929	YPR042C	PUF2	0.00000
5931	YPR044C	OPI11	0.00000
5932	YPR045C	THP3	0.00000
5933	YPR046W	MCM16	0.00000
5934	YPR047W	MSF1	0.00000
5936	YPR049C	ATG11	0.00000
5938	YPR051W	MAK3	0.00000
5939	YPR052C	NHP6A	0.00000
5940	YPR053C	YPR053C	0.00000
5941	YPR054W	SMK1	0.00000
5944	YPR057W	BRR1	0.00000
5945	YPR058W	YMC1	0.00000
5946	YPR059C	YPR059C	0.00000
5947	YPR060C	ARO7	0.00000
5948	YPR061C	JID1	0.00000
5949	YPR062W	FCY1	0.00000
5950	YPR063C	YPR063C	0.00000
5952	YPR065W	ROX1	0.00000
